,regret_validation,rank_valid,indices
0,0.086700439453125,275,7208
1,0.086700439453125,275,4168
2,0.080413818359375,236,4282
3,0.080413818359375,236,12149
4,0.056060791015625,103,22216
5,0.056060791015625,103,11590
6,0.046783447265625,71,22039
7,0.046783447265625,71,22037
8,0.046783447265625,71,22038
9,0.0235595703125,18,10514
10,0.0235595703125,18,8684
11,0.0235595703125,18,11254
12,0.020263671875,16,4658
13,0.01177978515625,3,22226
14,0.01177978515625,3,22775
