
Star Data Extractor Tool
     Image: [1] m23_3.5_071.fit
     Stars Found: 2508 (good stars)
     Radius of star diaphragm: 5
     Sky annulus inner radius: 7
     Sky annulus outer radius: 11
     Threshold factor: High = 1.04
       X	       Y	   Sigma	    FWHM	 Sky ADU	   Star ADU
  186.15	  559.71	     n/a	     n/a	   719.2	     1585.8
 1008.90	  816.17	     n/a	     n/a	   695.2	     1585.4
  970.00	  683.86	    1.30	    3.05	   701.3	     1584.7
  193.36	  464.25	    1.61	    3.78	   738.0	     1584.3
  302.98	  550.42	    1.64	    3.85	   732.2	     1584.3
 1006.97	  178.00	    1.34	    3.15	   694.4	     1581.4
   14.04	   91.90	    2.09	    4.92	   699.3	     1579.3
  435.95	  371.32	    1.80	    4.23	   734.4	     1578.7
  976.67	  726.11	    1.77	    4.15	   703.3	     1576.1
  731.79	  892.11	    1.97	    4.62	   701.6	     1575.3
  800.71	  789.00	    1.51	    3.55	   706.0	     1575.3
  302.45	  788.56	    1.89	    4.45	   708.7	     1574.0
  972.95	  110.44	     n/a	     n/a	   694.1	     1573.7
  594.32	  865.97	    1.56	    3.66	   710.8	     1572.4
   32.04	  814.96	    2.24	    5.27	   693.2	     1571.0
  400.09	  692.04	    1.68	    3.94	   731.7	     1570.8
  815.99	  615.00	    1.64	    3.86	   723.4	     1570.4
  172.98	   23.98	    2.70	    6.34	   700.2	     1567.5
  552.92	  965.27	    2.12	    4.98	   704.6	     1566.8
  752.10	  972.97	    1.69	    3.98	   700.1	     1566.2
  582.00	  154.98	     n/a	     n/a	   712.5	     1565.6
  867.02	  988.65	    1.79	    4.21	   689.2	     1565.4
  996.42	  200.51	    1.61	    3.78	   695.2	     1563.5
  310.01	  117.56	    1.76	    4.13	   727.8	     1562.5
  701.28	  970.38	     n/a	     n/a	   704.0	     1561.5
  329.96	  963.65	    1.94	    4.57	   708.1	     1558.7
  284.36	  705.62	     n/a	     n/a	   723.5	     1557.0
  476.03	  389.97	    1.58	    3.71	   735.5	     1553.3
  401.92	  523.11	    2.59	    6.07	   738.1	     1552.6
  439.49	  885.38	    1.64	    3.85	   720.6	     1551.0
  485.82	  913.05	     n/a	     n/a	   705.9	     1550.7
  555.87	   34.71	    2.19	    5.16	   706.3	     1549.3
  513.09	  335.00	     n/a	     n/a	   727.3	     1547.4
  800.98	  665.99	    1.39	    3.27	   713.3	     1545.6
  476.17	  194.53	     n/a	     n/a	   713.3	     1545.4
  876.51	  544.59	    1.57	    3.69	   708.6	     1541.9
   15.52	  890.45	     n/a	     n/a	   691.4	     1541.0
  876.74	  368.02	    2.76	    6.50	   707.7	     1540.5
  349.70	  201.43	     n/a	     n/a	   717.9	     1538.5
  284.32	  705.76	     n/a	     n/a	   723.4	     1538.2
  820.04	  474.01	    1.43	    3.36	   716.8	     1538.1
  274.99	  586.04	    2.06	    4.83	   721.4	     1537.0
  221.25	  419.21	     n/a	     n/a	   737.8	     1537.0
  535.41	  890.44	     n/a	     n/a	   719.0	     1533.3
   15.52	  890.45	     n/a	     n/a	   691.4	     1530.4
  410.83	  471.03	    1.94	    4.56	   749.2	     1530.0
  680.79	  714.24	    1.57	    3.70	   717.3	     1529.5
  141.54	   90.15	    2.11	    4.96	   715.9	     1528.8
  365.98	  688.40	     n/a	     n/a	   729.8	     1528.6
  657.93	  308.70	    1.70	    3.99	   722.4	     1528.1
  250.03	 1010.24	    1.91	    4.50	   695.0	     1527.6
  814.95	  947.89	    2.91	    6.83	   702.3	     1526.9
  133.00	  509.51	     n/a	     n/a	   719.3	     1526.2
  249.94	  979.60	    2.46	    5.77	   699.3	     1524.8
  553.28	  342.58	     n/a	     n/a	   726.3	     1522.2
  168.77	  570.89	    2.03	    4.76	   715.4	     1521.2
  582.76	  154.22	     n/a	     n/a	   712.4	     1521.0
  530.93	  386.45	    1.68	    3.94	   732.9	     1520.4
  696.63	  762.69	     n/a	     n/a	   717.0	     1520.0
  472.01	   89.98	    1.48	    3.49	   712.7	     1520.0
  386.12	   24.58	    1.64	    3.86	   708.7	     1519.1
  202.37	  368.10	    1.70	    4.00	   724.5	     1519.1
   39.73	  918.01	     n/a	     n/a	   689.2	     1518.4
  540.95	  781.25	    1.72	    4.03	   719.4	     1518.0
  774.93	  972.89	    1.87	    4.39	   698.3	     1518.0
  775.98	  146.91	    1.29	    3.03	   708.6	     1517.0
  246.56	  207.91	    2.42	    5.69	   724.9	     1516.5
  284.55	  705.57	     n/a	     n/a	   723.8	     1516.1
  411.87	  597.70	     n/a	     n/a	   727.8	     1515.6
  270.26	  700.75	    1.89	    4.45	   714.0	     1515.4
  401.22	  428.80	    2.18	    5.12	   751.1	     1515.1
  335.98	  776.63	    1.62	    3.80	   715.4	     1514.7
  416.90	  908.44	    2.07	    4.87	   709.8	     1513.8
  283.50	   77.58	    1.80	    4.22	   712.5	     1513.6
  366.07	  889.00	    2.52	    5.93	   709.0	     1512.4
  250.28	   78.28	    2.51	    5.90	   714.1	     1511.5
  246.74	  207.89	    2.47	    5.81	   725.0	     1511.4
  159.47	   17.94	     n/a	     n/a	   699.1	     1510.0
  236.84	  360.29	    1.73	    4.07	   734.8	     1508.2
  135.31	  558.76	    1.84	    4.32	   714.9	     1505.2
 1009.81	  812.84	     n/a	     n/a	   695.8	     1505.2
  696.27	  210.08	    2.56	    6.02	   722.9	     1504.2
  344.96	  355.31	     n/a	     n/a	   745.0	     1503.7
  124.14	  831.46	    2.13	    5.01	   704.8	     1502.3
  958.25	  930.40	     n/a	     n/a	   691.6	     1499.4
  895.09	  251.12	    1.19	    2.80	   703.6	     1498.3
  475.34	  888.09	     n/a	     n/a	   704.9	     1498.1
  529.89	  559.81	    1.60	    3.77	   739.0	     1498.1
  430.08	 1003.92	    1.97	    4.62	   702.6	     1498.0
  147.06	   30.81	     n/a	     n/a	   706.5	     1497.9
  682.99	  930.24	    1.82	    4.28	   700.8	     1493.5
  249.94	  979.43	    2.53	    5.93	   699.6	     1491.9
   38.15	  136.13	    1.99	    4.68	   702.3	     1491.4
  205.39	  559.91	    1.81	    4.25	   724.4	     1490.9
  218.72	  201.44	     n/a	     n/a	   723.0	     1490.8
  993.67	  263.90	    1.63	    3.84	   695.6	     1490.7
  972.47	  109.51	    2.31	    5.42	   694.4	     1490.6
  727.48	  448.09	    1.33	    3.13	   728.3	     1490.1
  886.77	  807.05	    1.73	    4.07	   700.4	     1488.9
  625.07	  839.03	    1.36	    3.19	   716.0	     1488.7
   94.86	  787.40	    1.84	    4.33	   711.7	     1488.2
  535.32	  736.00	    1.56	    3.67	   716.7	     1488.0
  770.69	  389.71	    1.55	    3.63	   719.1	     1487.5
  996.98	   68.92	    1.62	    3.81	   690.2	     1485.8
  117.57	  728.42	    1.87	    4.40	   709.0	     1485.4
  778.94	  808.66	    1.63	    3.84	   707.2	     1484.2
  700.39	  795.38	     n/a	     n/a	   709.9	     1484.1
  546.98	  328.70	    1.86	    4.38	   725.9	     1483.5
 1009.19	  813.80	     n/a	     n/a	   696.2	     1482.7
  297.57	  578.87	    2.05	    4.83	   721.9	     1482.6
  250.00	 1010.03	    1.87	    4.40	   695.5	     1482.4
  410.73	  470.88	    1.53	    3.61	   749.3	     1479.9
  292.12	  170.09	    2.04	    4.80	   716.8	     1479.9
   73.10	  833.77	    2.51	    5.89	   694.1	     1479.3
  969.25	  958.18	     n/a	     n/a	   686.4	     1479.0
  482.56	  178.00	    1.56	    3.66	   715.7	     1479.0
  414.58	  595.05	    1.99	    4.68	   728.4	     1476.6
  495.03	  236.50	    1.58	    3.71	   719.1	     1476.5
  124.12	  322.08	    1.96	    4.61	   722.8	     1476.0
  437.28	   85.08	    2.35	    5.53	   706.4	     1475.6
  647.50	   57.54	    1.86	    4.37	   709.6	     1475.5
  466.00	  585.93	    1.48	    3.47	   739.7	     1475.5
  940.79	  273.58	    1.41	    3.31	   700.2	     1475.3
  711.97	  784.51	    1.76	    4.13	   710.7	     1473.3
  537.79	  200.75	    1.68	    3.95	   715.5	     1472.3
  469.09	  480.92	    1.57	    3.70	   750.9	     1471.6
  873.43	  958.23	     n/a	     n/a	   693.2	     1471.5
  384.09	  305.22	    1.84	    4.32	   722.8	     1471.0
  842.00	  318.00	     n/a	     n/a	   710.8	     1469.7
  309.15	   25.38	    1.83	    4.30	   704.5	     1467.9
  915.04	  410.49	    1.21	    2.83	   708.0	     1467.4
  282.59	  438.49	    1.71	    4.03	   746.1	     1467.3
  437.09	   85.05	     n/a	     n/a	   706.7	     1467.3
  660.76	   13.79	     n/a	     n/a	   703.7	     1462.1
  736.08	  682.67	    1.48	    3.48	   718.6	     1460.1
  801.91	  806.07	    2.04	    4.79	   707.1	     1459.1
  976.66	  670.97	    1.75	    4.11	   699.6	     1456.6
  741.09	  533.10	    1.65	    3.88	   721.6	     1456.4
   81.92	  958.28	     n/a	     n/a	   688.2	     1452.7
  616.72	  274.88	    1.25	    2.93	   724.7	     1452.3
  159.28	   17.67	     n/a	     n/a	   699.1	     1450.8
  825.74	  719.52	     n/a	     n/a	   710.3	     1450.7
  168.56	  901.51	    2.36	    5.54	   698.3	     1450.5
 1009.09	  813.98	     n/a	     n/a	   696.5	     1450.2
  918.02	  229.33	    1.42	    3.33	   699.5	     1449.5
  788.00	  448.08	    1.36	    3.19	   721.0	     1447.5
  767.48	  759.00	     n/a	     n/a	   711.2	     1446.6
 1009.09	  813.99	     n/a	     n/a	   696.6	     1445.5
  538.04	  816.95	    1.54	    3.62	   719.6	     1443.7
  549.71	  203.96	     n/a	     n/a	   717.6	     1443.5
  609.53	  813.00	    2.21	    5.20	   713.2	     1440.1
   12.51	  559.00	    2.41	    5.66	   700.7	     1439.9
  524.97	  978.49	    2.01	    4.73	   703.4	     1438.4
  265.45	  526.81	    1.80	    4.24	   730.0	     1437.9
  327.30	  877.20	    1.75	    4.12	   716.7	     1437.3
  202.38	  295.99	    1.97	    4.63	   726.8	     1437.3
  985.12	  559.21	    1.71	    4.02	   701.2	     1435.4
   29.95	  103.88	     n/a	     n/a	   703.8	     1433.9
   15.02	  577.42	    1.95	    4.58	   706.8	     1433.5
  985.02	  559.13	    1.70	    3.99	   701.2	     1432.4
  864.44	  812.44	     n/a	     n/a	   702.9	     1431.7
  390.57	  682.88	    2.51	    5.90	   732.8	     1430.7
  265.56	  526.86	    1.88	    4.43	   729.9	     1430.0
  344.05	  501.97	    1.56	    3.67	   748.7	     1428.5
  747.32	  796.41	     n/a	     n/a	   706.5	     1427.8
   15.02	  577.42	    1.94	    4.57	   706.9	     1427.6
  786.97	  440.06	    1.29	    3.04	   721.8	     1425.7
  492.91	  199.67	    1.61	    3.78	   713.7	     1425.3
  168.19	   90.27	    2.96	    6.95	   712.7	     1421.4
  895.28	  592.69	     n/a	     n/a	   709.2	     1420.2
  972.21	  109.43	    2.22	    5.23	   694.6	     1420.0
  467.76	  993.89	    2.05	    4.81	   703.7	     1419.3
  939.93	  903.89	    2.42	    5.68	   693.3	     1418.7
   45.11	  163.02	    2.26	    5.30	   705.6	     1417.7
  331.26	  489.37	    1.91	    4.48	   742.4	     1415.0
   76.01	  924.09	    2.70	    6.35	   691.1	     1415.0
  540.53	  599.99	    2.19	    5.15	   732.6	     1412.6
  714.01	  776.33	    1.44	    3.39	   714.0	     1411.3
  873.57	  958.47	    2.12	    4.97	   693.3	     1410.9
   64.10	  441.29	    1.93	    4.53	   717.9	     1409.5
  603.06	  493.56	    1.67	    3.92	   733.4	     1409.1
  834.99	  535.03	    1.44	    3.39	   713.4	     1408.6
  873.53	  958.48	    2.13	    5.00	   693.2	     1406.8
 1008.86	  121.20	     n/a	     n/a	   690.6	     1406.5
  107.51	  878.88	    1.80	    4.24	   699.1	     1406.4
  439.56	  564.42	    1.84	    4.32	   733.5	     1404.4
  492.82	  199.83	    1.63	    3.82	   713.7	     1404.2
  266.26	  212.83	    2.63	    6.18	   730.8	     1402.8
  370.57	  726.99	     n/a	     n/a	   719.2	     1402.7
  674.93	  769.48	    1.56	    3.67	   717.7	     1401.3
  548.05	  872.94	    2.90	    6.81	   710.4	     1401.0
  606.45	  727.12	    2.44	    5.74	   725.7	     1400.3
  553.59	  342.48	     n/a	     n/a	   726.5	     1399.4
  952.80	  149.18	     n/a	     n/a	   697.8	     1399.3
  629.98	   29.02	    1.75	    4.11	   705.4	     1399.0
  662.95	  550.09	    1.37	    3.23	   727.4	     1398.4
  686.84	  515.16	    1.76	    4.13	   725.4	     1398.0
  800.26	  950.32	     n/a	     n/a	   697.5	     1396.0
 1009.51	  459.85	     n/a	     n/a	   699.7	     1394.5
  955.61	  691.04	    1.61	    3.78	   699.6	     1393.9
  226.09	  757.53	    1.74	    4.08	   708.6	     1393.4
  639.25	  535.07	    1.95	    4.58	   729.8	     1393.3
  655.37	   13.07	    1.60	    3.76	   707.5	     1393.2
  278.98	  994.27	    2.28	    5.36	   704.0	     1388.3
  153.06	  880.64	    2.21	    5.19	   697.2	     1385.6
  187.74	   75.26	    2.75	    6.47	   714.2	     1384.9
  634.01	  641.47	    1.42	    3.34	   726.4	     1384.7
  735.02	  619.48	    1.47	    3.45	   723.9	     1384.6
   70.85	  102.65	    1.78	    4.19	   706.9	     1384.4
  988.71	  191.78	    1.48	    3.48	   695.3	     1383.2
  814.54	  379.04	    1.46	    3.42	   715.4	     1383.0
  234.03	  412.13	    1.84	    4.32	   736.5	     1382.8
  173.72	   23.72	     n/a	     n/a	   701.0	     1381.5
  296.13	  489.98	    2.07	    4.87	   742.3	     1379.9
  829.69	  324.00	    1.37	    3.22	   713.1	     1377.7
  608.04	  389.96	    1.28	    3.00	   727.5	     1377.3
  633.94	  588.00	    1.89	    4.44	   727.0	     1376.8
  629.94	   28.81	    1.66	    3.91	   705.4	     1376.6
  969.26	  419.05	    1.29	    3.03	   702.4	     1374.6
  705.92	  906.83	    1.54	    3.61	   701.5	     1374.4
  876.59	  951.75	    1.67	    3.92	   695.7	     1371.3
  849.52	  570.95	    1.32	    3.09	   712.8	     1370.9
  875.27	  353.24	    1.41	    3.32	   708.9	     1369.9
  662.33	  645.80	     n/a	     n/a	   719.4	     1368.7
  518.03	  646.48	    1.45	    3.42	   729.2	     1368.2
  553.50	  943.12	    1.96	    4.61	   705.6	     1367.5
  716.26	  864.63	    1.60	    3.75	   703.4	     1367.2
  369.00	  234.51	    2.47	    5.80	   718.2	     1366.4
  831.64	  755.30	    2.65	    6.23	   708.2	     1364.9
  204.98	  595.21	     n/a	     n/a	   723.3	     1364.2
  908.99	  983.00	    1.75	    4.11	   685.8	     1363.8
  720.51	  886.41	    1.69	    3.97	   706.4	     1363.3
  777.22	  894.75	    1.60	    3.76	   704.5	     1362.6
  527.31	  763.68	    2.41	    5.67	   718.4	     1361.4
  662.84	  119.83	    1.66	    3.90	   707.3	     1359.6
  973.03	  793.87	    2.17	    5.09	   702.0	     1356.6
  213.33	  567.94	     n/a	     n/a	   726.2	     1354.5
  525.68	  574.93	    1.59	    3.73	   739.3	     1354.3
  973.03	  793.87	    2.16	    5.09	   702.0	     1353.2
  477.05	  779.30	    1.61	    3.78	   720.1	     1352.8
  408.82	  208.32	    2.00	    4.70	   715.6	     1352.7
  152.37	  324.99	     n/a	     n/a	   721.5	     1350.6
  580.44	  912.14	     n/a	     n/a	   710.8	     1347.5
  281.77	  569.93	    1.75	    4.10	   723.5	     1347.1
  768.07	  141.06	     n/a	     n/a	   711.7	     1345.6
  764.06	  960.00	    1.69	    3.96	   699.1	     1345.0
  737.83	  153.49	     n/a	     n/a	   707.6	     1344.4
  286.33	  473.78	    1.94	    4.57	   742.2	     1343.8
  548.72	  343.98	     n/a	     n/a	   726.1	     1343.2
  622.30	   67.15	    1.71	    4.02	   708.3	     1342.3
  993.28	  241.01	    1.46	    3.42	   692.0	     1342.0
   98.93	  360.94	    1.90	    4.48	   718.4	     1340.7
  728.26	  335.98	     n/a	     n/a	   717.9	     1339.6
  651.99	  612.60	    1.61	    3.78	   730.4	     1338.8
  698.07	  289.80	     n/a	     n/a	   717.2	     1337.9
  373.94	  801.92	    1.93	    4.53	   717.8	     1337.2
  214.08	  864.90	    1.80	    4.23	   711.7	     1334.3
  432.13	  656.92	     n/a	     n/a	   724.4	     1334.0
  249.55	  693.11	    2.82	    6.64	   719.7	     1333.9
  373.95	  801.93	    1.93	    4.53	   717.9	     1331.9
  819.01	  816.87	    2.68	    6.30	   703.2	     1331.5
  206.97	  180.81	     n/a	     n/a	   727.2	     1331.3
  691.19	  341.70	     n/a	     n/a	   728.4	     1330.7
  347.60	  652.58	     n/a	     n/a	   721.2	     1325.9
  327.54	  877.00	    1.81	    4.25	   717.6	     1325.8
  905.53	  317.54	    1.56	    3.67	   710.3	     1324.3
  681.69	  743.91	    1.46	    3.44	   715.0	     1323.0
  468.28	  634.21	    2.09	    4.90	   727.7	     1321.6
  558.36	  125.15	    2.33	    5.47	   716.0	     1321.2
  308.08	  489.00	    1.53	    3.59	   742.3	     1318.7
   44.50	  120.96	    2.42	    5.69	   703.0	     1313.0
  179.15	  154.38	     n/a	     n/a	   721.8	     1312.3
  503.98	  807.80	    2.37	    5.58	   718.9	     1311.7
  491.89	  784.09	    1.79	    4.20	   721.7	     1311.1
  583.73	  153.20	    2.16	    5.08	   712.3	     1310.9
  695.86	  472.26	     n/a	     n/a	   730.8	     1310.9
  893.54	  909.92	    1.72	    4.05	   695.9	     1310.4
  313.30	  281.99	    1.69	    3.97	   731.4	     1310.0
  910.07	  885.97	    1.47	    3.45	   696.6	     1309.0
   74.38	  391.88	    1.78	    4.18	   719.1	     1308.7
  470.69	  410.10	    1.40	    3.28	   741.7	     1308.6
  477.98	  956.49	    1.93	    4.53	   706.4	     1308.0
  130.53	  140.00	     n/a	     n/a	   718.7	     1306.9
  818.99	  816.64	    2.73	    6.42	   703.4	     1306.3
  583.00	  776.44	    2.73	    6.40	   717.0	     1305.5
  822.65	  217.83	    1.75	    4.12	   710.1	     1304.6
  106.87	   87.07	     n/a	     n/a	   710.8	     1304.3
  605.74	  220.39	    2.25	    5.28	   722.4	     1304.0
  818.91	   17.39	    1.62	    3.80	   696.9	     1303.3
  497.07	  266.35	    1.57	    3.69	   723.0	     1302.3
  628.03	  664.92	    1.94	    4.57	   720.9	     1302.2
  216.52	  735.48	    1.77	    4.16	   711.1	     1300.2
  225.89	  538.63	    2.02	    4.74	   723.1	     1298.4
  697.03	  869.96	    2.48	    5.84	   704.8	     1298.0
  559.93	  542.67	    1.31	    3.08	   739.5	     1297.8
  188.39	  398.29	    1.81	    4.25	   729.4	     1296.5
  682.49	  308.87	    1.64	    3.85	   719.9	     1295.8
  629.17	  575.90	     n/a	     n/a	   728.2	     1293.2
  548.21	  343.84	     n/a	     n/a	   726.6	     1293.0
  851.64	  800.14	     n/a	     n/a	   702.5	     1292.3
  206.50	  181.42	     n/a	     n/a	   726.9	     1291.5
  468.55	  634.28	    2.08	    4.89	   728.1	     1291.4
  958.33	  924.95	    1.70	    4.00	   692.7	     1289.8
  671.25	  750.53	    1.88	    4.42	   714.2	     1288.6
  797.02	  570.03	    1.38	    3.24	   714.0	     1288.3
  582.86	  727.92	    1.90	    4.46	   722.1	     1286.4
  580.55	  156.46	     n/a	     n/a	   712.4	     1286.3
  110.48	   37.00	     n/a	     n/a	   703.1	     1286.0
  865.49	  458.97	    1.67	    3.91	   712.3	     1285.9
  919.86	  676.48	    1.30	    3.06	   699.9	     1285.5
  959.03	 1005.02	    1.70	    3.98	   681.5	     1284.2
  979.95	  620.56	     n/a	     n/a	   696.9	     1284.2
  850.09	  527.13	    1.72	    4.03	   711.7	     1283.8
   48.22	  748.49	     n/a	     n/a	   695.7	     1283.7
  275.62	  602.07	    1.53	    3.59	   725.3	     1283.6
  111.58	  500.95	    1.87	    4.41	   718.9	     1281.2
   44.64	  120.97	    2.37	    5.58	   703.0	     1280.3
   45.67	   14.99	     n/a	     n/a	   703.1	     1279.6
   87.20	  983.86	     n/a	     n/a	   687.7	     1279.1
  889.98	  793.95	    2.15	    5.05	   703.6	     1278.3
  215.08	  567.65	    2.84	    6.67	   725.2	     1277.8
  814.95	  948.13	    2.37	    5.58	   703.6	     1277.3
   97.03	  125.61	     n/a	     n/a	   718.1	     1276.9
  737.72	  153.65	     n/a	     n/a	   707.7	     1276.0
  799.11	   53.35	    1.51	    3.54	   700.9	     1274.0
  460.89	  963.08	    2.14	    5.02	   705.6	     1273.3
  122.73	  154.96	    2.27	    5.33	   719.2	     1272.9
  818.90	   17.54	    1.63	    3.84	   697.1	     1271.9
  863.44	  812.49	     n/a	     n/a	   703.4	     1270.2
  473.98	  290.39	    1.88	    4.41	   732.6	     1269.9
  506.02	  469.94	     n/a	     n/a	   745.1	     1269.8
  122.73	  154.96	    2.27	    5.33	   719.3	     1268.5
  378.00	  620.00	     n/a	     n/a	   728.7	     1268.2
  821.41	  697.44	     n/a	     n/a	   713.8	     1267.2
  863.48	  812.36	     n/a	     n/a	   703.4	     1267.0
  760.04	  469.31	    1.13	    2.66	   728.5	     1267.0
  336.57	  884.39	     n/a	     n/a	   716.0	     1266.1
  352.22	  555.49	     n/a	     n/a	   744.6	     1265.3
  821.41	  697.44	     n/a	     n/a	   713.9	     1265.0
  502.30	  391.57	    1.60	    3.76	   740.2	     1264.3
  671.33	  522.58	     n/a	     n/a	   728.7	     1263.4
  581.09	  912.73	    2.80	    6.58	   709.5	     1261.4
  254.10	  588.04	    2.72	    6.38	   724.9	     1258.6
  559.97	  977.24	    2.06	    4.83	   703.3	     1257.4
